Fund,APIR Code,const,Global Duration,Global Credit,Global High Yield,Currency,EM Debt,Classification,Classification #2,Tracking Error,Number of Months with Data,Fund
Mercer Global Sovereign Bond Class 1,MIN28AU,5.130962651473172,2.5385614960295526,1.9378671058489085,-3.4955057821531885,2.9507370857529067,5.670073615307111,Alpha,nan,0.04770988805137978,205,Mercer Global Sovereign Bond Class 1
Brandywine Glb Oppc Fxd Inc A,SSB14AU,3.3759785108474745,1.2840435130825505,1.733129270378894,-1.909322624187659,5.8716812757187915,6.26787716853897,Alpha,nan,0.05206175486186893,160,Brandywine Glb Oppc Fxd Inc A
Russell International Bond $A Hedged A,RIM7AU,5.682142298011777,4.463063575198214,3.5593677827599883,-2.216479806863934,4.370378034991927,7.453463758022216,Global Duration,Global Credit,0.03652660836950575,244,Russell International Bond $A Hedged A
Mercer Indexed International Fixed Int,ADV58AU,10.891770555298327,7.954049888958516,4.42419333800217,-7.6325139475078565,5.461399901250325,10.124863366605933,Global Duration,Global Credit,0.031166303803481874,207,Mercer Indexed International Fixed Int
Dimensional 2-Yr Sustainability F/I AUD,DFA2AU,14.918205051738315,2.609185108451494,-0.2980999643020515,-1.3996331584396986,2.4132631735920236,3.900459425435966,Global Duration,nan,0.03598171402541045,224,Dimensional 2-Yr Sustainability F/I AUD
Dimensional Five-Year Diversified F/I,DFA18AU,10.055524437368698,4.333748198403959,3.040515367011878,-4.056586333793085,2.7223652525150914,5.2154225362019,Global Duration,Global Credit,0.03534269371436553,244,Dimensional Five-Year Diversified F/I
Macquarie True Index Global Bond,MAQ267AU,0.46163391476000504,1.811309000629324,-0.006879275191772571,-1.1265142444924428,-0.9004180237066778,0.8577606626187873,Alpha,nan,0.09688467358750318,187,Macquarie True Index Global Bond
Vanguard International Fxd Intr Idx Hdg,VAN13AU,10.981730028373473,7.094840783574429,3.5531012140045575,-9.364341739924093,5.605221731201842,10.146765639684018,Global Duration,Global Credit,0.03860725729615547,244,Vanguard International Fxd Intr Idx Hdg
CFS Wholesale Indexed Global Bond,CFM46AU,10.736819730260015,7.913427006630041,3.683588404207042,-8.705031440942498,4.890245801468175,9.49571277983429,Global Duration,Global Credit,0.03789934251992225,244,CFS Wholesale Indexed Global Bond
AMP Gen-BlackRock Intl Fix Int Ind,NML576AU,8.8751153687425,9.058745400242623,5.199176543032319,-7.676432084685149,5.087321481517194,9.753451039903272,Global Duration,Global Credit,0.03329190236456951,240,AMP Gen-BlackRock Intl Fix Int Ind
Advance Int Fix Intr Multi-Blend W,ADV67AU,9.250354936407044,7.182018666215846,4.005377403703172,-3.96720795791437,5.407036653379199,9.343962571091447,Global Duration,Global Credit,0.029076496333152867,244,Advance Int Fix Intr Multi-Blend W
State Street Global Fixed Income Idx Tr,SST9AU,5.639169018488496,5.824439974733933,2.1822846053978378,-5.088334718857347,1.8314018336421847,4.916058108204811,Global Duration,nan,0.04673296649078072,244,State Street Global Fixed Income Idx Tr
Macquarie Hedged Index Global Bond Fund,MAQ266AU,11.610320445796843,7.926898174032039,3.536858410480369,-9.522759641994432,5.044454239268527,9.52886574436279,Global Duration,Global Credit,0.03933412527425301,244,Macquarie Hedged Index Global Bond Fund
UBS International Bond Fund,SBC819AU,7.649729096707154,8.785622977329913,6.7197111386083295,-5.510175546868166,4.656636238658529,8.823138586640068,Global Duration,Global Credit,0.02959000928575717,244,UBS International Bond Fund
PIMCO Global Bond Institutional,ETL112AU,3.2468035555163164,3.2730919943236265,3.0929450896298696,-1.4794265174798036,1.2060095200216128,1.7875006922996939,Global Duration,Global Credit,0.06148696320738661,244,PIMCO Global Bond Institutional
PIMCO Global Bond W,ETL18AU,7.569521439443385,7.9517589560415125,6.220754031158002,-2.371070599827324,4.002612619798937,6.686701790307317,Global Duration,Global Credit,0.03051543243163802,244,PIMCO Global Bond W
Loomis Sayles Global Credit,FSF1769AU,0.6686940795207997,3.9171672304823244,4.149369569595482,-1.942916180891331,1.880574425438928,2.8241481218500732,Global Credit,Global Duration,0.03718500254465108,100,Loomis Sayles Global Credit
MFS Global Opportunistic Fixed Inc Tr I,ETL738AU,-0.33213496908538925,4.410140396953294,1.0639351071443202,1.2895896768671815,-0.04857354364158658,0.4041677350828594,Global Duration,nan,0.035472097825559865,57,MFS Global Opportunistic Fixed Inc Tr I
Colchester Global Green Bond I,ETL65AU,-1.2623553769966533,3.5630051531788514,1.7208150184321918,1.0201846494508695,-1.1208183716871312,0.00045200490241771823,Global Duration,nan,0.04648010658367495,26,Colchester Global Green Bond I
Ardea Diversified Bond A,HOW8543AU,1.1288329997381876,3.951980705850501,0.960567370440681,-0.012005992732920807,-2.618311845959256,-0.20511061634917974,Global Duration,nan,0.05585482545064289,66,Ardea Diversified Bond A
PIMCO ESG Global Bond - Institutional,PIC9673AU,2.1039898721486976,6.602315617414972,3.439118541708922,-1.7888539560978896,1.9474184021472951,3.6939907473163225,Global Duration,Global Credit,0.018872306553378692,89,PIMCO ESG Global Bond - Institutional
AXA IM Global Green Bond Fund,ETL91AU,-1.8944796136968896,3.6637326258642364,3.0194191961473,1.3391528620343516,-0.7410048104135538,0.5378338698573525,Global Duration,Global Credit,0.044143943025340644,28,AXA IM Global Green Bond Fund
JPMorgan Global Bond T,PER3899AU,0.5627625335385459,3.268103055150252,1.4227177257742372,0.1490095810634442,-0.32208544824867286,0.30095045711837043,Global Duration,nan,0.022941450607395036,26,JPMorgan Global Bond T
JPMorgan Global Bond A,PER6912AU,0.4376070296939228,3.2631284035680173,1.4234373219934218,0.1492331108126627,-0.3168662617014384,0.31162026568612394,Global Duration,nan,0.022973467307857553,26,JPMorgan Global Bond A
Colchester Global Government Bond R,ETL2648AU,1.3833443523000284,2.0904834064154945,0.004161301859653007,-1.284116223255447,1.0559329579140673,1.5690934633597002,Alpha,nan,0.02690043703197753,29,Colchester Global Government Bond R
iShares ESG Screened Global Bond Index S,BLK414AU,0.32398985415030296,6.045561618272852,3.4603271138674794,-0.17667849308472047,-1.4529853938457684,-0.358522338154295,Global Duration,Global Credit,0.021280963084645027,33,iShares ESG Screened Global Bond Index S
Western Asset Global Bond M,SSB3326AU,0.7465450828367317,6.440351906982472,2.8484477492268234,0.15371960513725794,-1.0868360782743036,0.11291877400005326,Global Duration,Global Credit,0.03575179217864053,33,Western Asset Global Bond M
Capital Group Global Total Ret Bd (AU),CIM9121AU,0.5194971726883536,6.863652045134956,2.5916155613668868,1.2225800061649432,-0.7318673464127662,0.854731707790643,Global Duration,Global Credit,0.038748510828193666,44,Capital Group Global Total Ret Bd (AU)
MFS Global Opportunistic Fixed Income Tr,ETL687AU,0.8957279840054543,6.854858962168768,3.4814143474939407,0.9308653900823204,0.09082302795157611,1.576924062013326,Global Duration,Global Credit,0.026946841292489514,57,MFS Global Opportunistic Fixed Income Tr
abrdn Global Corporate Bond P,EQI6923AU,0.6917601352363271,7.322178188473355,6.537503682477687,-1.17417030981702,-0.17036537782348232,1.1873192211473067,Global Duration,Global Credit,0.03432439523005094,42,abrdn Global Corporate Bond P
iShares ESG Screened Global Bond Index D,BLK4636AU,1.1445117172789991,7.1778690170101145,4.466777181981535,-2.3214040644616643,-0.3515651469485928,1.3460190885103287,Global Duration,Global Credit,0.023116716138383623,61,iShares ESG Screened Global Bond Index D
AMP International Fixed Intst Idx Hdg,AMP7626AU,1.0110128037893447,5.69071828264913,3.6883473758417846,-2.0802222482109096,-0.08206114047019852,1.4899971956572495,Global Duration,Global Credit,0.020176796377804788,51,AMP International Fixed Intst Idx Hdg
CC JCB Global Bond A Hedged,CHN4711AU,0.9658267679737157,7.434968970975993,4.978380178049781,-2.7050334089369965,-1.858202304772626,0.23161938716196406,Global Duration,Global Credit,0.03071017276727472,66,CC JCB Global Bond A Hedged
Western Asset Global Bond B,SSB3825AU,1.68921155447033,7.617577461655176,3.5941610387680836,-0.8837837290924647,1.2103665007323965,2.5944978739528697,Global Duration,Global Credit,0.02764514835001065,66,Western Asset Global Bond B
Western Asset Global Bond MPS,WFS2912AU,1.6461393572570993,7.303293169107337,2.8908287283243737,-0.4592975079142889,1.5415188800700372,3.343613585545633,Global Duration,Global Credit,0.024860906392211366,69,Western Asset Global Bond MPS
Wellington Global Bond MPS,WFS9233AU,1.6938403886374025,6.767469873283492,4.622040996746529,-2.7537201647977954,0.41914301670968895,2.4430634157218685,Global Duration,Global Credit,0.021182472539794307,70,Wellington Global Bond MPS
PIMCO Global Fixed Interest MPS,WFS3742AU,1.678964986668775,6.156345578063678,2.7561983447861804,-0.286506183894151,1.0056956562896104,2.429197929801241,Global Duration,Global Credit,0.0187389589419093,70,PIMCO Global Fixed Interest MPS
Capital Group Global Corp Bond Hedged,CIM161AU,0.8605997421706607,10.015276126657279,9.751367916558305,-1.6316329682790618,0.1630306566112458,1.0135329213070015,Global Duration,Global Credit,0.03632109455524988,70,Capital Group Global Corp Bond Hedged
Vanguard Etclly Cons Glb Agg Bd IdxHAUDH,VAN2989AU,0.12065382154822689,6.636174406234563,4.184171070687005,-1.3220172633198348,-1.1769232494618593,0.6214786150241511,Global Duration,Global Credit,0.028377973450680393,69,Vanguard Etclly Cons Glb Agg Bd IdxHAUDH
abrdn Global Corporate Bond A,ETL132AU,1.8683474519819037,5.132095680565178,8.582602051515542,-3.804174007773962,4.775799933979901,6.694352213963659,Global Credit,Global Duration,0.036341422882736965,114,abrdn Global Corporate Bond A
CFS Index Global Bond,FSF6554AU,3.2675378761757616,6.2170937875050045,3.5977272707511014,-4.2723965221578215,0.9009758004670342,2.8275126289801307,Global Duration,Global Credit,0.028876999051356045,75,CFS Index Global Bond
AIM Global Impact Bond,FSF862AU,1.096606320762104,6.48544728327354,3.0693889233262706,-1.4500375982977647,0.8348172431718921,2.1073652161093124,Global Duration,Global Credit,0.01920699703538183,75,AIM Global Impact Bond
